subject,mean_dice_before,mean_dice_after,mean_precision_before,mean_precision_after,mean_recall_before,mean_recall_after
sub-r042s001_ses-1_space-MNI152NLin2009aSym,0.9301913380353536,0.9920416282828284,0.9336834664696968,1.0,0.995686026969697,0.9905241138383838
sub-r038s005_ses-1_space-MNI152NLin2009aSym,0.8321381173477274,0.8949102972181818,0.9415961785959596,0.9730048523232324,0.8538688498096464,0.8854991637686869
sub-r040s022_ses-1_space-MNI152NLin2009aSym,0.8726240047656565,0.8743961010353535,0.8832773183111112,0.8743332529292929,0.9767605034747474,0.979720965
sub-r031s006_ses-1_space-MNI152NLin2009aSym,0.8421154640232321,0.9040882683888888,0.8821840187878787,0.9434622589898988,0.892424765870202,0.8941714679141415
sub-r011s025_ses-1_space-MNI152NLin2009aSym,0.9049265983434344,0.9667763717373736,0.9191002002171718,0.9731783817929291,0.9626229017070708,0.9736059533131312
sub-r035s014_ses-1_space-MNI152NLin2009aSym,0.729426724448485,0.8784090190101009,0.7826341377828283,0.873771489580808,0.8553964165545453,0.90836960489899
sub-r009s011_ses-1_space-MNI152NLin2009aSym,0.7086833466404041,0.7096739203106062,0.9148128404242424,0.9322653646464648,0.7508609023525252,0.7415167488308081
sub-r001s029_ses-1_space-MNI152NLin2009aSym,0.8992328687424243,0.9505181592727272,0.9076671490909092,0.9631985578787878,0.970421459479798,0.9636046942323232
sub-r047s010_ses-1_space-MNI152NLin2009aSym,0.6750000605176767,0.7322506806767677,0.7847793658949495,0.8494821331818181,0.7394462185929292,0.7651222431010101
sub-r052s027_ses-1_space-MNI152NLin2009aSym,0.7661759121323232,0.8253033154712122,0.8229553907323233,0.8916918547398991,0.9048300926050504,0.9078199642666668
sub-r009s087_ses-1_space-MNI152NLin2009aSym,0.8787809947686868,0.889170920540404,0.97078202965,0.9955867426262626,0.8880614227575757,0.8826678239444444
sub-r009s093_ses-1_space-MNI152NLin2009aSym,0.8256077177661616,0.8590204270287878,0.92310589625101,0.9819406184343432,0.8867819937373738,0.8703466395409092
sub-r009s109_ses-1_space-MNI152NLin2009aSym,0.732364816698485,0.7238901725404041,0.917059004580808,0.9590265882828284,0.750280064279293,0.7022116977676769
sub-r004s016_ses-1_space-MNI152NLin2009aSym,0.8911842879292929,0.8982875917878788,0.8848668284949496,0.9412356633737372,0.9714755389898988,0.9369313722272729
sub-r048s018_ses-1_space-MNI152NLin2009aSym,0.8988833315080809,0.9335311288484848,0.9124588836868688,0.9388598854040404,0.949808882821212,0.9601040082575756
sub-r038s020_ses-1_space-MNI152NLin2009aSym,0.6593902320116163,0.6052516173409092,0.8577439017782827,0.7783946263262626,0.7463233100171718,0.7171109283484848
sub-r001s027_ses-1_space-MNI152NLin2009aSym,0.8703894861232323,0.909771407878788,0.891202779178788,0.9263628702373736,0.9451644046464648,0.9540764932121212
sub-r002s008_ses-1_space-MNI152NLin2009aSym,0.9152039200237372,0.941554758060606,0.9146987772444444,0.9324085348282828,0.9687280959257576,0.9815648148484848
sub-r001s006_ses-1_space-MNI152NLin2009aSym,0.8297514905005051,0.8240482765101009,0.9362789814318182,0.9729377104848485,0.8727402222520203,0.8482403877676769
sub-r040s069_ses-1_space-MNI152NLin2009aSym,0.8541283372146465,0.9117872919141414,0.9252184750166664,0.9216197990858586,0.8830521631474747,0.9243820903535354
sub-r004s006_ses-1_space-MNI152NLin2009aSym,0.7728039536419192,0.8854430179444446,0.8128056138590909,0.9334751424242425,0.9002819554444444,0.916896387520202
sub-r028s007_ses-1_space-MNI152NLin2009aSym,0.9178526065454544,0.9295529928989898,0.9438423625252524,0.964893356969697,0.9274209045656564,0.9254470096161616
sub-r004s020_ses-1_space-MNI152NLin2009aSym,0.8759776977131313,0.9543864378131314,0.9158603452474748,0.9610169796464648,0.9298563986424244,0.9625224398333334
sub-r009s055_ses-1_space-MNI152NLin2009aSym,0.7333880829015152,0.8070508678434343,0.8613497641323233,0.939575861752525,0.8548648587611111,0.8578990212424242
sub-r001s036_ses-1_space-MNI152NLin2009aSym,0.8426739573626262,0.9070226229646464,0.9424128900505048,0.975320266010101,0.8690093287338384,0.9037243829141414
sub-r031s029_ses-1_space-MNI152NLin2009aSym,0.7892011125131314,0.9339802719545456,0.8312228608515152,0.9669864303535356,0.931330409439394,0.944304920919192
sub-r010s004_ses-1_space-MNI152NLin2009aSym,0.9215072680681818,0.9759072622727272,0.9339427663282828,0.9845169084848486,0.97695560339899,0.9860938914141414
sub-r004s014_ses-1_space-MNI152NLin2009aSym,0.8993554572156566,0.9485690504545454,0.9426790133434344,0.9629175654545454,0.9276271752964648,0.9581209114141416
